# frame,DetObj#,x,y,z,v,snr,noise,label
1.000000000000000000e+01,0.000000000000000000e+00,-1.499736215919256210e-02,4.097000882029533386e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+02,7.070000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+02,7.070000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.720000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.000000000000000000e+00,-3.544830903410911560e-02,7.973247766494750977e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.720000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+00,-1.145253032445907593e-01,6.336494535207748413e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.720000000000000000e+02,6.700000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,5.000000000000000000e+00,-6.135284155607223511e-02,1.156156957149505615e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.720000000000000000e+02,6.700000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,6.000000000000000000e+00,-1.581539958715438843e-01,7.377474009990692139e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.860000000000000000e+02,6.640000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,7.000000000000000000e+00,-7.635020464658737183e-02,1.569268852472305298e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.860000000000000000e+02,6.640000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,8.000000000000000000e+00,2.045094780623912811e-02,2.171826958656311035e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.090000000000000000e+02,6.740000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,9.000000000000000000e+00,-1.704245656728744507e-01,1.361691206693649292e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.090000000000000000e+02,6.740000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,6.910000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,1.881487220525741577e-01,1.820019334554672241e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,6.910000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,7.853164076805114746e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000000e+02,7.070000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.300000000000000000e+01,4.908227622509002686e-01,6.130374073982238770e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000000e+02,7.070000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.400000000000000000e+01,-1.554272025823593140e-01,8.142434358596801758e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.500000000000000000e+01,2.072362750768661499e-01,8.026226758956909180e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.600000000000000000e+01,-1.636075824499130249e-01,8.570983409881591797e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,6.700000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.700000000000000000e+01,1.636075824499130249e-01,8.570983409881591797e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,6.700000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.800000000000000000e+01,-1.717879623174667358e-01,8.999533057212829590e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.920000000000000000e+02,6.640000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.900000000000000000e+01,1.717879623174667358e-01,8.999533057212829590e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.920000000000000000e+02,6.640000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+01,4.799155890941619873e-01,8.312382102012634277e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+02,6.740000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.100000000000000000e+01,-5.099102854728698730e-01,8.131834864616394043e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+02,6.740000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.200000000000000000e+01,3.449393212795257568e-01,9.423101544380187988e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.610000000000000000e+02,6.910000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.300000000000000000e+01,-5.330880284309387207e-01,8.501462936401367188e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.610000000000000000e+02,6.910000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.400000000000000000e+01,-5.889872908592224121e-01,8.657298684120178223e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,7.160000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.500000000000000000e+01,3.272151648998260498e-01,9.946479797363281250e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,7.160000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.600000000000000000e+01,-1.704245656728744507e-01,1.077320575714111328e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000000e+02,7.520000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.700000000000000000e+01,-5.794435143470764160e-01,9.240720868110656738e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000000e+02,7.520000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.800000000000000000e+01,6.380695700645446777e-01,9.378740787506103516e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,7.900000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.900000000000000000e+01,-1.417932361364364624e-01,1.125448822975158691e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,7.900000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.000000000000000000e+01,6.626107096672058105e-01,9.739462137222290039e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000000e+02,8.290000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.100000000000000000e+01,-7.362341135740280151e-02,1.175671577453613281e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000000e+02,8.290000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.200000000000000000e+01,-1.636075824499130249e-01,1.298594832420349121e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000000e+01,8.370000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.300000000000000000e+01,6.953322291374206543e-01,1.108886480331420898e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000000e+01,8.370000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.400000000000000000e+01,-1.690611690282821655e-01,1.341881394386291504e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.900000000000000000e+01,8.250000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.500000000000000000e+01,-1.056632280349731445e+00,8.442485928535461426e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.900000000000000000e+01,8.250000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.600000000000000000e+01,-1.047088503837585449e+00,9.234453439712524414e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+02,8.200000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.700000000000000000e+01,-2.617721259593963623e-01,1.371357321739196777e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+02,8.200000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.800000000000000000e+01,-3.599366843700408936e-01,1.394028782844543457e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,8.210000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.900000000000000000e+01,-1.079810023307800293e+00,9.523030519485473633e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,8.210000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+01,-3.708438575267791748e-01,1.436272144317626953e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,8.240000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.100000000000000000e+01,-1.112531542778015137e+00,9.811607003211975098e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,8.240000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00,8.900252342224121094e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,6.980000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+01,4.300000000000000000e+01,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.000000000000000000e+02,6.650000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.400000000000000000e+01,-3.408491238951683044e-02,2.723382413387298584e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.000000000000000000e+02,6.650000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.500000000000000000e+01,-7.635020464658737183e-02,4.224329441785812378e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.560000000000000000e+02,6.460000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.600000000000000000e+01,-3.272151574492454529e-02,8.088975399732589722e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.560000000000000000e+02,6.460000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.700000000000000000e+01,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.540000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.800000000000000000e+01,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,1.217325702309608459e-01,4.540000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.900000000000000000e+01,-1.690611690282821655e-01,4.328649118542671204e-02,0.000000000000000000e+00,1.217325702309608459e-01,3.630000000000000000e+02,6.350000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,5.000000000000000000e+01,-7.635020464658737183e-02,1.569268852472305298e-01,0.000000000000000000e+00,1.217325702309608459e-01,3.630000000000000000e+02,6.350000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,5.100000000000000000e+01,-2.113264650106430054e-01,5.410813912749290466e-02,0.000000000000000000e+00,1.217325702309608459e-01,1.860000000000000000e+02,6.450000000000000000e+02,3.000000000000000000e+00
