# frame,DetObj#,x,y,z,v,snr,noise,label
0.000000000000000000e+00,0.000000000000000000e+00,-1.499736215919256210e-02,4.097000882029533386e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.170000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.170000000000000000e+02,7.000000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.760000000000000000e+02,6.790000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,-3.544830903410911560e-02,7.973247766494750977e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.760000000000000000e+02,6.790000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,-1.145253032445907593e-01,6.336494535207748413e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+02,6.720000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,-6.135284155607223511e-02,1.156156957149505615e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+02,6.720000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,-1.636075824499130249e-01,6.072856858372688293e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.850000000000000000e+02,6.660000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,-7.635020464658737183e-02,1.569268852472305298e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.850000000000000000e+02,6.660000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,2.045094780623912811e-02,2.171826958656311035e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.990000000000000000e+02,6.790000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+00,-1.636075824499130249e-01,1.442883312702178955e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.990000000000000000e+02,6.790000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,7.080000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,-2.208702266216278076e-01,1.405026316642761230e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,7.080000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,7.416877150535583496e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.500000000000000000e+01,7.290000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,-4.908227548003196716e-02,7.837811112403869629e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,7.000000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,-1.036181375384330750e-01,8.224434852600097656e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.060000000000000000e+02,6.790000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,-1.636075824499130249e-01,8.570983409881591797e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.530000000000000000e+02,6.720000000000000000e+02,1.000000000000000000e+00
