0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
0.000000000000000000e+00,-1.499736215919256210e-02,4.097000882029533386e-02
0.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02
0.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02
0.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02
0.000000000000000000e+00,5.726265311241149902e-01,7.152103781700134277e-01
0.000000000000000000e+00,-5.330880284309387207e-01,8.501462936401367188e-01
0.000000000000000000e+00,5.017299056053161621e-01,8.690216541290283203e-01
0.000000000000000000e+00,-5.562657713890075684e-01,8.871091604232788086e-01
0.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
0.000000000000000000e+00,7.444145083427429199e-01,8.559132814407348633e-01
0.000000000000000000e+00,3.544830977916717529e-01,1.077535271644592285e+00
0.000000000000000000e+00,-1.047088503837585449e+00,9.234453439712524414e-01
0.000000000000000000e+00,-4.799155890941619873e-01,1.311040282249450684e+00
0.000000000000000000e+00,-4.499208629131317139e-01,1.367640972137451172e+00
0.000000000000000000e+00,-1.124802112579345703e+00,8.987162709236145020e-01
0.000000000000000000e+00,2.849498748779296875e+00,7.784301280975341797e+00
0.000000000000000000e+00,2.604087352752685547e+00,7.915739536285400391e+00
0.000000000000000000e+00,2.644989252090454102e+00,8.040070533752441406e+00
0.000000000000000000e+00,2.658623218536376953e+00,8.081515312194824219e+00
0.000000000000000000e+00,2.939482927322387695e+00,8.030121803283691406e+00
0.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02
0.000000000000000000e+00,-3.544830903410911560e-02,2.543383277952671051e-02
0.000000000000000000e+00,-7.635020464658737183e-02,4.224329441785812378e-02
0.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02
0.000000000000000000e+00,-1.690611690282821655e-01,4.328649118542671204e-02
0.000000000000000000e+00,5.726265311241149902e-01,7.152103781700134277e-01
