9.000000000000000000e+00,0.000000000000000000e+00,-1.499736215919256210e-02,4.097000882029533386e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.080000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.630000000000000000e+02,6.930000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,3.000000000000000000e+00,-3.544830903410911560e-02,7.973247766494750977e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.630000000000000000e+02,6.930000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.610000000000000000e+02,6.820000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,5.000000000000000000e+00,-6.135284155607223511e-02,1.156156957149505615e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.610000000000000000e+02,6.820000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,6.000000000000000000e+00,-1.581539958715438843e-01,7.377474009990692139e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000000e+02,6.760000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,7.060000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.100000000000000000e+01,1.717879623174667358e-01,1.975184679031372070e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,7.060000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.300000000000000000e+01,-5.180906876921653748e-02,8.273245096206665039e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000000e+02,6.930000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.500000000000000000e+01,4.294699132442474365e-01,8.093099594116210938e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.740000000000000000e+02,6.760000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.700000000000000000e+01,-5.099102854728698730e-01,8.131834864616394043e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.570000000000000000e+02,6.860000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.800000000000000000e+01,8.998417109251022339e-02,9.556038379669189453e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.570000000000000000e+02,6.860000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,1.900000000000000000e+01,-5.330880284309387207e-01,8.501462936401367188e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.440000000000000000e+02,7.060000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000000e+01,1.567905992269515991e-01,9.911348223686218262e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.440000000000000000e+02,7.060000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.100000000000000000e+01,2.617721259593963623e-01,1.013839125633239746e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.230000000000000000e+02,7.340000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.200000000000000000e+01,-5.562657713890075684e-01,8.871091604232788086e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.230000000000000000e+02,7.340000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.300000000000000000e+01,3.067642152309417725e-01,1.046689867973327637e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000000e+02,7.660000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.500000000000000000e+01,7.444145083427429199e-01,8.559132814407348633e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000000e+02,7.980000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.700000000000000000e+01,-1.090717196464538574e+00,8.714823722839355469e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,8.280000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,2.900000000000000000e+01,-4.049287736415863037e-01,1.381630659103393555e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+02,8.230000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,3.000000000000000000e+01,-1.079810023307800293e+00,9.523030519485473633e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+02,8.230000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,3.400000000000000000e+01,2.644989252090454102e+00,8.040070533752441406e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000000e+02,6.900000000000000000e+02,1.000000000000000000e+00
9.000000000000000000e+00,3.600000000000000000e+01,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.020000000000000000e+02,6.630000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,3.900000000000000000e+01,-3.272151574492454529e-02,8.088975399732589722e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.580000000000000000e+02,6.460000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000000e+01,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.500000000000000000e+02,6.420000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,4.100000000000000000e+01,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,1.217325702309608459e-01,4.500000000000000000e+02,6.420000000000000000e+02,0.000000000000000000e+00
